gene	path	status	category	score	nuclear_score	lines	has_hpa	has_if_image	has_pae	has_pdb	has_ppi	has_pubmed	has_scoring_table	has_manual_review	has_images	parse_quality	reason
FOXD4L5	detail/nucleoplasm/FOXD4L5/FOXD4L5-evaluation.md	scored	nucleoplasm	76.4	9	163	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FOXD4L6	detail/nucleoplasm/FOXD4L6/FOXD4L6-evaluation.md	scored	nucleoplasm	76.7	9	176	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FOXG1	detail/nucleoplasm/FOXG1/FOXG1-evaluation.md	rejected	nucleoplasm		8	179	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FOXJ3	detail/nucleoplasm/FOXJ3/FOXJ3-evaluation.md	scored	nucleoplasm	69.1	8	217	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FOXK1	detail/nucleoplasm/FOXK1/FOXK1-evaluation.md	rejected	nucleoplasm		7	180	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FOXK2	detail/nucleoplasm/FOXK2/FOXK2-evaluation.md	scored	nucleoplasm	68.0	8	192	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FOXL1	detail/nucleoplasm/FOXL1/FOXL1-evaluation.md	rejected	nucleoplasm		8	181	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FOXL2	detail/nucleoplasm/FOXL2/FOXL2-evaluation.md	rejected	nucleoplasm		9	180	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FOXL3	detail/nucleoplasm/FOXL3/FOXL3-evaluation.md	scored	nucleoplasm	74.2	8	165	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FOXM1	detail/nucleoplasm/FOXM1/FOXM1-evaluation.md	rejected	nucleoplasm		9	179	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FOXN1	detail/nucleoplasm/FOXN1/FOXN1-evaluation.md	rejected	nucleoplasm		8	178	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FOXN2	detail/nucleoplasm/FOXN2/FOXN2-evaluation.md	rejected	nucleoplasm		3	122	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FOXN3	detail/nucleoplasm/FOXN3/FOXN3-evaluation.md	scored	nucleoplasm	59.3	8	190	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FOXN4	detail/nucleoplasm/FOXN4/FOXN4-evaluation.md	scored	nucleoplasm	73.5	7	188	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FOXO1	detail/nucleoplasm/FOXO1/FOXO1-evaluation.md	rejected	nucleoplasm		7	182	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FOXO3	detail/nucleoplasm/FOXO3/FOXO3-evaluation.md	rejected	nucleoplasm		7	184	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FOXO3B	detail/nucleoplasm/FOXO3B/FOXO3B-evaluation.md	scored	nucleoplasm	65.3	4	166	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FOXP1	detail/nucleoplasm/FOXP1/FOXP1-evaluation.md	rejected	nucleoplasm		9	179	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FOXP2	detail/nucleoplasm/FOXP2/FOXP2-evaluation.md	rejected	nucleoplasm		9	178	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FOXP3	detail/nucleoplasm/FOXP3/FOXP3-evaluation.md	rejected	nucleoplasm		7	182	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FOXP4	detail/nucleoplasm/FOXP4/FOXP4-evaluation.md	rejected	nucleoplasm		7	180	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FOXS1	detail/nucleoplasm/FOXS1/FOXS1-evaluation.md	rejected	nucleoplasm		3	122	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FRA10AC1	detail/nucleoplasm/FRA10AC1/FRA10AC1-evaluation.md	scored	nucleoplasm	76.4	8	177	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FRAT2	detail/nucleoplasm/FRAT2/FRAT2-evaluation.md	scored	nucleoplasm	66.7	7	179	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FRG2B	detail/nucleoplasm/FRG2B/FRG2B-evaluation.md	scored	nucleoplasm	74.2	8	164	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FRG2C	detail/nucleoplasm/FRG2C/FRG2C-evaluation.md	scored	nucleoplasm	74.2	8	167	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FRK	detail/nucleoplasm/FRK/FRK-evaluation.md	rejected	nucleoplasm		3	122	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FRMD4A	detail/nucleoplasm/FRMD4A/FRMD4A-evaluation.md	scored	nucleoplasm	58.9	4	180	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FRMD4B	detail/nucleoplasm/FRMD4B/FRMD4B-evaluation.md	scored	nucleoplasm	64.4	4	182	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FRMD7	detail/nucleoplasm/FRMD7/FRMD7-evaluation.md	scored	nucleoplasm	50.0	7	174	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FSBP	detail/nucleoplasm/FSBP/FSBP-evaluation.md	scored	nucleoplasm	76.7	9	178	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FSD2	detail/nucleoplasm/FSD2/FSD2-evaluation.md	scored	nucleoplasm	68.6	7	179	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FSIP1	detail/nucleoplasm/FSIP1/FSIP1-evaluation.md	scored	nucleoplasm	59.7	4	170	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FTSJ3	detail/nucleoplasm/FTSJ3/FTSJ3-evaluation.md	scored	nucleoplasm	75.1	8	182	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FUBP3	detail/nucleoplasm/FUBP3/FUBP3-evaluation.md	scored	nucleoplasm	77.3	8	187	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FUT9	detail/nucleoplasm/FUT9/FUT9-evaluation.md	scored	nucleoplasm	68.9	4	178	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FYB1	detail/nucleoplasm/FYB1/FYB1-evaluation.md	scored	nucleoplasm	71.1	7	173	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
G3BP1	detail/nucleoplasm/G3BP1/G3BP1-evaluation.md	rejected	nucleoplasm		7	182	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
GABARAPL2	detail/nucleoplasm/GABARAPL2/GABARAPL2-evaluation.md	rejected	nucleoplasm		4	184	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
GABPA	detail/nucleoplasm/GABPA/GABPA-evaluation.md	rejected	nucleoplasm		9	179	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
GABPB1	detail/nucleoplasm/GABPB1/GABPB1-evaluation.md	scored	nucleoplasm	61.1	7	185	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
GABPB2	detail/nucleoplasm/GABPB2/GABPB2-evaluation.md	scored	nucleoplasm	72.2	7	185	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
GADD45A	detail/nucleoplasm/GADD45A/GADD45A-evaluation.md	rejected	nucleoplasm		7	171	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
GAL3ST1	detail/nucleoplasm/GAL3ST1/GAL3ST1-evaluation.md	scored	nucleoplasm	64.7	4	179	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
GAL3ST4	detail/nucleoplasm/GAL3ST4/GAL3ST4-evaluation.md	scored	nucleoplasm	67.5	4	170	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
GALK2	detail/nucleoplasm/GALK2/GALK2-evaluation.md	scored	nucleoplasm	1.83	5	111	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
GALNT10	detail/nucleoplasm/GALNT10/GALNT10-evaluation.md	scored	nucleoplasm	72.2	4	178	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
GALNT12	detail/nucleoplasm/GALNT12/GALNT12-evaluation.md	scored	nucleoplasm	65.0	4	178	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
GALNT14	detail/nucleoplasm/GALNT14/GALNT14-evaluation.md	scored	nucleoplasm	59.2	4	178	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
GALNT5	detail/nucleoplasm/GALNT5/GALNT5-evaluation.md	scored	nucleoplasm	64.4	4	178	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
GALNT6	detail/nucleoplasm/GALNT6/GALNT6-evaluation.md	scored	nucleoplasm	65.8	7	179	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
GALNT7	detail/nucleoplasm/GALNT7/GALNT7-evaluation.md	scored	nucleoplasm	66.7	4	186	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
GAREM1	detail/nucleoplasm/GAREM1/GAREM1-evaluation.md	scored	nucleoplasm	64.7	4	177	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
GARIN1A	detail/nucleoplasm/GARIN1A/GARIN1A-evaluation.md	scored	nucleoplasm	63.6	4	158	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
GARIN3	detail/nucleoplasm/GARIN3/GARIN3-evaluation.md	scored	nucleoplasm	70.3	7	159	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
GARNL3	detail/nucleoplasm/GARNL3/GARNL3-evaluation.md	scored	nucleoplasm	66.1	4	169	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
GARRE1	detail/nucleoplasm/GARRE1/GARRE1-evaluation.md	scored	nucleoplasm	64.7	4	175	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
GATA1	detail/nucleoplasm/GATA1/GATA1-evaluation.md	rejected	nucleoplasm		9	182	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
GATA2	detail/nucleoplasm/GATA2/GATA2-evaluation.md	rejected	nucleoplasm		7	171	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
GATA3	detail/nucleoplasm/GATA3/GATA3-evaluation.md	rejected	nucleoplasm		9	170	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
GATA4	detail/nucleoplasm/GATA4/GATA4-evaluation.md	rejected	nucleoplasm		9	181	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
GATA6	detail/nucleoplasm/GATA6/GATA6-evaluation.md	rejected	nucleoplasm		7	181	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
GBP3	detail/nucleoplasm/GBP3/GBP3-evaluation.md	scored	nucleoplasm	65.8	7	181	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
GBP4	detail/nucleoplasm/GBP4/GBP4-evaluation.md	scored	nucleoplasm	65.8	7	182	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
GCC2	detail/nucleoplasm/GCC2/GCC2-evaluation.md	scored	nucleoplasm	67.8	7	181	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
GCLC	detail/nucleoplasm/GCLC/GCLC-evaluation.md	rejected	nucleoplasm		4	178	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
GCNA	detail/nucleoplasm/GCNA/GCNA-evaluation.md	scored	nucleoplasm	71.1	9	174	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
GCNT4	detail/nucleoplasm/GCNT4/GCNT4-evaluation.md	scored	nucleoplasm	70.3	4	170	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
GDPD3	detail/nucleoplasm/GDPD3/GDPD3-evaluation.md	scored	nucleoplasm	76.9	7	180	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
GEMIN4	detail/nucleoplasm/GEMIN4/GEMIN4-evaluation.md	scored	nucleoplasm	56.8	8	218	True	True	True	False	True	True	True	False	False	GOOD	ok_or_rejected_without_score
GEMIN8	detail/nucleoplasm/GEMIN8/GEMIN8-evaluation.md	scored	nucleoplasm	72.5	7	183	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
GEN1	detail/nucleoplasm/GEN1/GEN1-evaluation.md	scored	nucleoplasm	52.8	7	169	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
GFPT1	detail/nucleoplasm/GFPT1/GFPT1-evaluation.md	rejected	nucleoplasm		4	178	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
GFUS	detail/nucleoplasm/GFUS/GFUS-evaluation.md	scored	nucleoplasm	74.4	4	178	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
GGA1	detail/nucleoplasm/GGA1/GGA1-evaluation.md	rejected	nucleoplasm		7	184	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
GGNBP2	detail/nucleoplasm/GGNBP2/GGNBP2-evaluation.md	scored	nucleoplasm	65.8	4	170	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
GGPS1	detail/nucleoplasm/GGPS1/GGPS1-evaluation.md	scored	nucleoplasm	70.0	7	187	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
GGT7	detail/nucleoplasm/GGT7/GGT7-evaluation.md	scored	nucleoplasm	70.3	4	177	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
GID8	detail/nucleoplasm/GID8/GID8-evaluation.md	scored	nucleoplasm	77.2	7	182	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
GIMAP2	detail/nucleoplasm/GIMAP2/GIMAP2-evaluation.md	scored	nucleoplasm	79.2	7	169	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
GIN1	detail/nucleoplasm/GIN1/GIN1-evaluation.md	scored	nucleoplasm	73.9	7	173	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
GINS1	detail/nucleoplasm/GINS1/GINS1-evaluation.md	scored	nucleoplasm	68.9	7	181	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
GINS2	detail/nucleoplasm/GINS2/GINS2-evaluation.md	scored	nucleoplasm	67.8	9	180	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
GINS3	detail/nucleoplasm/GINS3/GINS3-evaluation.md	scored	nucleoplasm	83.6	9	167	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
GIPC1	detail/nucleoplasm/GIPC1/GIPC1-evaluation.md	scored	nucleoplasm	44.4	4	175	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
GIPC2	detail/nucleoplasm/GIPC2/GIPC2-evaluation.md	scored	nucleoplasm	65.0	4	178	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
GJA1	detail/nucleoplasm/GJA1/GJA1-evaluation.md	rejected	nucleoplasm		7	184	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
GJC1	detail/nucleoplasm/GJC1/GJC1-evaluation.md	scored	nucleoplasm	72.5	7	180	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
GK5	detail/nucleoplasm/GK5/GK5-evaluation.md	scored	nucleoplasm	70.3	4	171	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
GLB1L2	detail/nucleoplasm/GLB1L2/GLB1L2-evaluation.md	scored	nucleoplasm	70.3	4	178	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
GLCCI1	detail/nucleoplasm/GLCCI1/GLCCI1-evaluation.md	scored	nucleoplasm	54.4	4	177	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
GLI1	detail/nucleoplasm/GLI1/GLI1-evaluation.md	scored	nucleoplasm	71.9	7	180	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
GLI3	detail/nucleoplasm/GLI3/GLI3-evaluation.md	rejected	nucleoplasm		7	184	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
GLI4	detail/nucleoplasm/GLI4/GLI4-evaluation.md	scored	nucleoplasm	76.7	9	176	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
GLIPR1	detail/nucleoplasm/GLIPR1/GLIPR1-evaluation.md	scored	nucleoplasm	55.6	4	183	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
GLIS3	detail/nucleoplasm/GLIS3/GLIS3-evaluation.md	scored	nucleoplasm	76.7	9	173	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
GLMN	detail/nucleoplasm/GLMN/GLMN-evaluation.md	scored	nucleoplasm	65.0	4	181	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
GLMP	detail/nucleoplasm/GLMP/GLMP-evaluation.md	scored	nucleoplasm	70.3	4	177	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
GLRX	detail/nucleoplasm/GLRX/GLRX-evaluation.md	scored	nucleoplasm	49.4	4	179	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
GLRX2	detail/nucleoplasm/GLRX2/GLRX2-evaluation.md	scored	nucleoplasm	72.8	7	172	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
GLRX3	detail/nucleoplasm/GLRX3/GLRX3-evaluation.md	scored	nucleoplasm	67.2	4	183	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
GLTPD2	detail/nucleoplasm/GLTPD2/GLTPD2-evaluation.md	scored	nucleoplasm	68.6	4	161	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
GLTSCR1	detail/nucleoplasm/GLTSCR1/GLTSCR1-evaluation.md	scored	nucleoplasm	65.0	9	181	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
GLUL	detail/nucleoplasm/GLUL/GLUL-evaluation.md	rejected	nucleoplasm		4	184	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
GLYR1	detail/nucleoplasm/GLYR1/GLYR1-evaluation.md	scored	nucleoplasm	80.0	7	180	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
GMCL1	detail/nucleoplasm/GMCL1/GMCL1-evaluation.md	scored	nucleoplasm	77.5	8	174	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
GMCL2	detail/nucleoplasm/GMCL2/GMCL2-evaluation.md	scored	nucleoplasm	77.5	8	174	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
GMEB1	detail/nucleoplasm/GMEB1/GMEB1-evaluation.md	scored	nucleoplasm	72.5	7	182	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
GMEB2	detail/nucleoplasm/GMEB2/GMEB2-evaluation.md	scored	nucleoplasm	72.2	7	176	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
GMIP	detail/nucleoplasm/GMIP/GMIP-evaluation.md	scored	nucleoplasm	65.8	7	179	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
GMNC	detail/nucleoplasm/GMNC/GMNC-evaluation.md	scored	nucleoplasm	72.5	7	169	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
GMNN	detail/nucleoplasm/GMNN/GMNN-evaluation.md	scored	nucleoplasm	61.9	7	181	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
GMPPA	detail/nucleoplasm/GMPPA/GMPPA-evaluation.md	scored	nucleoplasm	72.8	4	176	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
GMPR2	detail/nucleoplasm/GMPR2/GMPR2-evaluation.md	scored	nucleoplasm	72.8	4	174	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
GNA13	detail/nucleoplasm/GNA13/GNA13-evaluation.md	scored	nucleoplasm	81.1	7	180	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
GNAI1	detail/nucleoplasm/GNAI1/GNAI1-evaluation.md	rejected	nucleoplasm		7	190	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
GNAI2	detail/nucleoplasm/GNAI2/GNAI2-evaluation.md	scored	nucleoplasm	81.1	7	180	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
GNAQ	detail/nucleoplasm/GNAQ/GNAQ-evaluation.md	rejected	nucleoplasm		7	184	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
GNAS	detail/nucleoplasm/GNAS/GNAS-evaluation.md	scored	nucleoplasm	62.2	4	176	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
GNB1L	detail/nucleoplasm/GNB1L/GNB1L-evaluation.md	scored	nucleoplasm	76.9	7	178	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
GNB2	detail/nucleoplasm/GNB2/GNB2-evaluation.md	scored	nucleoplasm	66.1	7	184	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
GNPDA2	detail/nucleoplasm/GNPDA2/GNPDA2-evaluation.md	scored	nucleoplasm	70.3	4	175	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
