gene	excel_sheets	has_report	report_paths	status	category	lines	has_duplicate	coverage_status	reason
PHF10	Sheet1:1260	True	detail/nucleoplasm/PHF10/PHF10-evaluation.md	scored	nucleoplasm	106	False	COVERED_SCORED	Report present
PHF12	Sheet1:1261	True	detail/nucleoplasm/PHF12/PHF12-evaluation.md	scored	nucleoplasm	184	False	COVERED_SCORED	Report present
PHF13	Sheet1:1262	True	detail/nucleoplasm/PHF13/PHF13-evaluation.md	scored	nucleoplasm	176	False	COVERED_SCORED	Report present
PHF14	Sheet1:1263	True	detail/nucleoplasm/PHF14/PHF14-evaluation.md	scored	nucleoplasm	179	False	COVERED_SCORED	Report present
PHF19	Sheet1:1264	True	detail/nucleoplasm/PHF19/PHF19-evaluation.md	scored	nucleoplasm	115	False	COVERED_SCORED	Report present
PHF2	Sheet1:1265	True	detail/nucleolus/PHF2/PHF2-evaluation.md	scored	nucleolus	106	False	COVERED_SCORED	Report present
PHF20	Sheet1:1266	True	detail/nucleoplasm/PHF20/PHF20-evaluation.md	scored	nucleoplasm	106	False	COVERED_SCORED	Report present
PHF20L1	Sheet1:1267	True	detail/nucleoplasm/PHF20L1/PHF20L1-evaluation.md	scored	nucleoplasm	191	False	COVERED_SCORED	Report present
PHF21A	Sheet1:1268	True	detail/rejected/PHF21A/PHF21A-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
PHF21B	Sheet1:1269	True	detail/nucleolus/PHF21B/PHF21B-evaluation.md	scored	nucleolus	121	False	COVERED_SCORED	Report present
PHF23	Sheet1:1270	True	detail/nucleoplasm/PHF23/PHF23-evaluation.md	scored	nucleoplasm	174	False	COVERED_SCORED	Report present
PHF3	重新pa一下:986	True	detail/nucleoplasm/PHF3/PHF3-evaluation.md	scored	nucleoplasm	176	False	COVERED_SCORED	Report present
PHF6	研究很少:308	True	detail/rejected/PHF6/PHF6-evaluation.md	rejected	rejected	179	False	COVERED_REJECTED	Report present
PHF7	Sheet1:1271	True	detail/nuclear-speckle/PHF7/PHF7-evaluation.md	scored	nuclear-speckle	181	False	COVERED_SCORED	Report present
PHF8	研究很少:498	True	detail/rejected/PHF8/PHF8-evaluation.md	rejected	rejected	179	False	COVERED_REJECTED	Report present
PHGDH	Sheet1:1272	True	detail/rejected/PHGDH/PHGDH-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
PHIP	研究很少:468	True	detail/rejected/PHIP/PHIP-evaluation.md	rejected	rejected	176	False	COVERED_REJECTED	Report present
PHLDA1	Sheet1:1273	True	detail/rejected/PHLDA1/PHLDA1-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
PHLDA2	Sheet1:1274	True	detail/rejected/PHLDA2/PHLDA2-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
PHLDB1	研究很多:590	True	detail/nucleoplasm/PHLDB1/PHLDB1-evaluation.md	scored	nucleoplasm	176	False	COVERED_SCORED	Report present
PHLDB3	研究很多:591	True	detail/nuclear-speckle/PHLDB3/PHLDB3-evaluation.md	scored	nuclear-speckle	173	False	COVERED_SCORED	Report present
PHLPP1	Sheet1:1275	True	detail/rejected/PHLPP1/PHLPP1-evaluation.md	rejected	rejected	39	False	COVERED_REJECTED	Report present
PHLPP2	Sheet1:1276	True	detail/rejected/PHLPP2/PHLPP2-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
PHOSPHO2	重新pa一下:1364	True	detail/nucleoplasm/PHOSPHO2/PHOSPHO2-evaluation.md	scored	nucleoplasm	167	False	COVERED_SCORED	Report present
PHOX2A	Sheet1:1277	True	detail/rejected/PHOX2A/PHOX2A-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
PHOX2B	研究很少:368	True	detail/rejected/PHOX2B/PHOX2B-evaluation.md	rejected	rejected	169	False	COVERED_REJECTED	Report present
PHPT1	重新pa一下:1061	True	detail/nuclear-speckle/PHPT1/PHPT1-evaluation.md	scored	nuclear-speckle	181	False	COVERED_SCORED	Report present
PHTF1	重新pa一下:1067	True	detail/nuclear-speckle/PHTF1/PHTF1-evaluation.md	scored	nuclear-speckle	175	False	COVERED_SCORED	Report present
PHTF2	重新pa一下:782	True	detail/nucleoplasm/PHTF2/PHTF2-evaluation.md	scored	nucleoplasm	177	False	COVERED_SCORED	Report present
PHYHD1	重新pa一下:1139	True	detail/nuclear-speckle/PHYHD1/PHYHD1-evaluation.md	scored	nuclear-speckle	165	False	COVERED_SCORED	Report present
PHYHIP	重新pa一下:403	True	detail/nucleoplasm/PHYHIP/PHYHIP-evaluation.md	scored	nucleoplasm	176	False	COVERED_SCORED	Report present
PIANP	Sheet1:1278	True	detail/nucleoplasm/PIANP/PIANP-evaluation.md	scored	nucleoplasm	119	False	COVERED_SCORED	Report present
PIDD1	Sheet1:1279	True	detail/chromatin/PIDD1/PIDD1-evaluation.md	scored	chromatin	193	False	COVERED_SCORED	Report present
PIERCE1	重新pa一下:404	True	detail/nucleoplasm/PIERCE1/PIERCE1-evaluation.md	scored	nucleoplasm	172	False	COVERED_SCORED	Report present
PIF1	Sheet1:1280	True	detail/rejected/PIF1/PIF1-evaluation.md	rejected	rejected	185	False	COVERED_REJECTED	Report present
PIGX	重新pa一下:66	True	detail/nucleoplasm/PIGX/PIGX-evaluation.md	scored	nucleoplasm	169	False	COVERED_SCORED	Report present
PIH1D1	重新pa一下:1215	True	detail/nucleolus/PIH1D1/PIH1D1-evaluation.md	scored	nucleolus	182	False	COVERED_SCORED	Report present
PIH1D2	研究很多:584	True	detail/nucleoplasm/PIH1D2/PIH1D2-evaluation.md	scored	nucleoplasm	179	False	COVERED_SCORED	Report present
PIK3R3	Sheet1:1281	True	detail/rejected/PIK3R3/PIK3R3-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
PIM1	Sheet1:1282	True	detail/rejected/PIM1/PIM1-evaluation.md	rejected	rejected	181	False	COVERED_REJECTED	Report present
PIMREG	重新pa一下:118	True	detail/nucleolus/PIMREG/PIMREG-evaluation.md	scored	nucleolus	177	False	COVERED_SCORED	Report present
PIN1	Sheet1:1283	True	detail/rejected/PIN1/PIN1-evaluation.md	rejected	rejected	183	False	COVERED_REJECTED	Report present
PIN4	Sheet1:1285	True	detail/nucleolus/PIN4/PIN4-evaluation.md	scored	nucleolus	182	False	COVERED_SCORED	Report present
PINX1	Sheet1:1286	True	detail/rejected/PINX1/PINX1-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
PIR	研究很少:8	True	detail/rejected/PIR/PIR-evaluation.md	rejected	rejected	180	False	COVERED_REJECTED	Report present
PITPNA	研究很多:580	True	detail/rejected/PITPNA/PITPNA-evaluation.md	rejected	rejected	48	False	COVERED_REJECTED	Report present
PITPNC1	重新pa一下:1274	True	detail/nucleoplasm/PITPNC1/PITPNC1-evaluation.md	scored	nucleoplasm	178	False	COVERED_SCORED	Report present
PITX1	研究很少:527	True	detail/rejected/PITX1/PITX1-evaluation.md	rejected	rejected	179	False	COVERED_REJECTED	Report present
PITX2	研究很少:222	True	detail/rejected/PITX2/PITX2-evaluation.md	rejected	rejected	180	False	COVERED_REJECTED	Report present
PITX3	Sheet1:1287	True	detail/rejected/PITX3/PITX3-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
PIWIL4	Sheet1:1288	True	detail/nucleoplasm/PIWIL4/PIWIL4-evaluation.md	scored	nucleoplasm	112	False	COVERED_SCORED	Report present
PJA1	重新pa一下:1140	True	detail/nucleoplasm/PJA1/PJA1-evaluation.md	scored	nucleoplasm	176	False	COVERED_SCORED	Report present
PKIG	研究很多:93	True	detail/nucleus-cytoplasm/PKIG/PKIG-evaluation.md	scored	nucleus-cytoplasm	63	False	COVERED_SCORED	Report present
PKM	Sheet1:1289	True	detail/rejected/PKM/PKM-evaluation.md	rejected	rejected	39	False	COVERED_REJECTED	Report present
PKMYT1	Sheet1:1290	True	detail/rejected/PKMYT1/PKMYT1-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
PKN2	Sheet1:1291	True	detail/nucleoplasm/PKN2/PKN2-evaluation.md	scored	nucleoplasm	175	False	COVERED_SCORED	Report present
PKN3	重新pa一下:645	True	detail/nucleoplasm/PKN3/PKN3-evaluation.md	scored	nucleoplasm	179	False	COVERED_SCORED	Report present
PKNOX1	Sheet1:1292	True	detail/rejected/PKNOX1/PKNOX1-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
PKNOX2	Sheet1:1293	True	detail/nucleoplasm/PKNOX2/PKNOX2-evaluation.md	scored	nucleoplasm	185	False	COVERED_SCORED	Report present
PKP1	重新pa一下:1216	True	detail/nucleoplasm/PKP1/PKP1-evaluation.md;detail/rejected/PKP1/PKP1-evaluation.md	scored	nucleoplasm	214	True	COVERED_DUPLICATE_NEEDS_REVIEW	Multiple reports for same gene
PKP2	Sheet1:1294	True	detail/rejected/PKP2/PKP2-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
PKP3	重新pa一下:1217	True	detail/nucleoplasm/PKP3/PKP3-evaluation.md	scored	nucleoplasm	183	False	COVERED_SCORED	Report present
PLA2G4A	Sheet1:1295	True	detail/rejected/PLA2G4A/PLA2G4A-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
PLA2G4C	重新pa一下:987	True	detail/nuclear-envelope/PLA2G4C/PLA2G4C-evaluation.md	scored	nuclear-envelope	175	False	COVERED_SCORED	Report present
PLA2G4D	Sheet1:1296	True	detail/rejected/PLA2G4D/PLA2G4D-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
PLAA	重新pa一下:1167	True	detail/nucleoplasm/PLAA/PLAA-evaluation.md	scored	nucleoplasm	180	False	COVERED_SCORED	Report present
PLAAT1	重新pa一下:203	True	detail/nuclear-envelope/PLAAT1/PLAAT1-evaluation.md	scored	nuclear-envelope	183	False	COVERED_SCORED	Report present
PLAAT5	重新pa一下:67	True	detail/nucleoplasm/PLAAT5/PLAAT5-evaluation.md	scored	nucleoplasm	170	False	COVERED_SCORED	Report present
PLAC8L1	研究很多:586	True	detail/nucleoplasm/PLAC8L1/PLAC8L1-evaluation.md	scored	nucleoplasm	173	False	COVERED_SCORED	Report present
PLCB1	Sheet1:1297	True	detail/rejected/PLCB1/PLCB1-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
PLCB3	Sheet1:1298	True	detail/nucleoplasm/PLCB3/PLCB3-evaluation.md	scored	nucleoplasm	181	False	COVERED_SCORED	Report present
PLCD4	重新pa一下:642	True	detail/nucleoplasm/PLCD4/PLCD4-evaluation.md	scored	nucleoplasm	180	False	COVERED_SCORED	Report present
PLCG2	Sheet1:1299	True	detail/rejected/PLCG2/PLCG2-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
PLCXD2	Sheet1:1300	True	detail/nucleoplasm/PLCXD2/PLCXD2-evaluation.md	scored	nucleoplasm	171	False	COVERED_SCORED	Report present
PLCZ1	重新pa一下:778	True	detail/nucleolus/PLCZ1/PLCZ1-evaluation.md	scored	nucleolus	182	False	COVERED_SCORED	Report present
PLD3	Sheet1:1301	True	detail/nucleoplasm/PLD3/PLD3-evaluation.md	scored	nucleoplasm	119	False	COVERED_SCORED	Report present
PLD4	Sheet1:1302	True	detail/nucleoplasm/PLD4/PLD4-evaluation.md	scored	nucleoplasm	176	False	COVERED_SCORED	Report present
PLEK	重新pa一下:684	True	detail/nucleoplasm/PLEK/PLEK-evaluation.md	scored	nucleoplasm	181	False	COVERED_SCORED	Report present
PLEKHA1	重新pa一下:896	True	detail/nucleoplasm/PLEKHA1/PLEKHA1-evaluation.md	scored	nucleoplasm	181	False	COVERED_SCORED	Report present
PLEKHA2	研究很多:589	True	detail/rejected/PLEKHA2/PLEKHA2-evaluation.md	rejected	rejected	48	False	COVERED_REJECTED	Report present
PLEKHA5	重新pa一下:1366	True	detail/nucleoplasm/PLEKHA5/PLEKHA5-evaluation.md	scored	nucleoplasm	180	False	COVERED_SCORED	Report present
PLEKHA7	Sheet1:1303	True	detail/nucleoplasm/PLEKHA7/PLEKHA7-evaluation.md	scored	nucleoplasm	119	False	COVERED_SCORED	Report present
PLEKHA8	重新pa一下:406	True	detail/nucleoplasm/PLEKHA8/PLEKHA8-evaluation.md	scored	nucleoplasm	177	False	COVERED_SCORED	Report present
PLEKHG1	研究很多:587	True	detail/nucleoplasm/PLEKHG1/PLEKHG1-evaluation.md	scored	nucleoplasm	177	False	COVERED_SCORED	Report present
PLEKHG2	研究很多:588	True	detail/nucleoplasm/PLEKHG2/PLEKHG2-evaluation.md	scored	nucleoplasm	176	False	COVERED_SCORED	Report present
PLEKHG4B	重新pa一下:405	True	detail/nucleoplasm/PLEKHG4B/PLEKHG4B-evaluation.md	scored	nucleoplasm	180	False	COVERED_SCORED	Report present
PLEKHO2	重新pa一下:644	True	detail/nucleoplasm/PLEKHO2/PLEKHO2-evaluation.md	scored	nucleoplasm	177	False	COVERED_SCORED	Report present
PLK1	Sheet1:1304	True	detail/rejected/PLK1/PLK1-evaluation.md	rejected	rejected	39	False	COVERED_REJECTED	Report present
PLK2	Sheet1:1305	True	detail/rejected/PLK2/PLK2-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
PLK3	Sheet1:1306	True	detail/rejected/PLK3/PLK3-evaluation.md	rejected	rejected	177	False	COVERED_REJECTED	Report present
PLK4	Sheet1:1307	True	detail/rejected/PLK4/PLK4-evaluation.md	rejected	rejected	186	False	COVERED_REJECTED	Report present
PLK5	重新pa一下:407	True	detail/nucleolus/PLK5/PLK5-evaluation.md	scored	nucleolus	172	False	COVERED_SCORED	Report present
PLOD1	重新pa一下:1085	True	detail/rejected/PLOD1/PLOD1-evaluation.md	rejected	rejected	182	False	COVERED_REJECTED	Report present
PLOD2	Sheet1:1308	True	detail/rejected/PLOD2/PLOD2-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
PLPP4	重新pa一下:643	True	detail/nucleoplasm/PLPP4/PLPP4-evaluation.md	scored	nucleoplasm	177	False	COVERED_SCORED	Report present
PLPP6	重新pa一下:215	True	detail/nuclear-envelope/PLPP6/PLPP6-evaluation.md	scored	nuclear-envelope	178	False	COVERED_SCORED	Report present
PLPP7	重新pa一下:709	True	detail/nuclear-envelope/PLPP7/PLPP7-evaluation.md	scored	nuclear-envelope	165	False	COVERED_SCORED	Report present
PLPPR2	研究很多:581	True	detail/nucleoplasm/PLPPR2/PLPPR2-evaluation.md	scored	nucleoplasm	175	False	COVERED_SCORED	Report present
PLPPR3	重新pa一下:1020	True	detail/nucleoplasm/PLPPR3/PLPPR3-evaluation.md	scored	nucleoplasm	176	False	COVERED_SCORED	Report present
PLRG1	Sheet1:1309	True	detail/chromatin/PLRG1/PLRG1-evaluation.md	scored	chromatin	180	False	COVERED_SCORED	Report present
PLSCR1	Sheet1:1310	True	detail/rejected/PLSCR1/PLSCR1-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
PLSCR2	重新pa一下:1062	True	detail/nucleoplasm/PLSCR2/PLSCR2-evaluation.md	scored	nucleoplasm	170	False	COVERED_SCORED	Report present
PLSCR4	研究很多:582	True	detail/rejected/PLSCR4/PLSCR4-evaluation.md	rejected	rejected	48	False	COVERED_REJECTED	Report present
PLXDC2	Sheet1:1311	True	detail/nuclear-speckle/PLXDC2/PLXDC2-evaluation.md	scored	nuclear-speckle	176	False	COVERED_SCORED	Report present
PM20D2	重新pa一下:400	True	detail/nucleoplasm/PM20D2/PM20D2-evaluation.md	scored	nucleoplasm	174	False	COVERED_SCORED	Report present
PMF1	Sheet1:1312	True	detail/chromatin/PMF1/PMF1-evaluation.md	scored	chromatin	171	False	COVERED_SCORED	Report present
PMFBP1	研究很多:596	True	detail/nucleoplasm/PMFBP1/PMFBP1-evaluation.md	scored	nucleoplasm	179	False	COVERED_SCORED	Report present
PML	研究很少:199	True	detail/rejected/PML/PML-evaluation.md	rejected	rejected	176	False	COVERED_REJECTED	Report present
PMM2	Sheet1:1314	True	detail/rejected/PMM2/PMM2-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
PNCK	研究很多:602	True	detail/rejected/PNCK/PNCK-evaluation.md	rejected	rejected	48	False	COVERED_REJECTED	Report present
PNKP	Sheet1:1315	True	detail/rejected/PNKP/PNKP-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
PNMA8A	研究很多:592	True	detail/nuclear-speckle/PNMA8A/PNMA8A-evaluation.md	scored	nuclear-speckle	172	False	COVERED_SCORED	Report present
PNN	Sheet1:1316	True	detail/rejected/PNN/PNN-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
PNPLA3	研究很少:524	True	detail/rejected/PNPLA3/PNPLA3-evaluation.md	rejected	rejected	174	False	COVERED_REJECTED	Report present
PNPO	Sheet1:1317	True	detail/nucleoplasm/PNPO/PNPO-evaluation.md	scored	nucleoplasm	112	False	COVERED_SCORED	Report present
PNRC1	重新pa一下:206	True	detail/nucleoplasm/PNRC1/PNRC1-evaluation.md	scored	nucleoplasm	174	False	COVERED_SCORED	Report present
PNRC2	重新pa一下:1142	True	detail/nucleoplasm/PNRC2/PNRC2-evaluation.md	scored	nucleoplasm	180	False	COVERED_SCORED	Report present
POC1B	研究很多:593	True	detail/nucleoplasm/POC1B/POC1B-evaluation.md	scored	nucleoplasm	179	False	COVERED_SCORED	Report present
POF1B	研究很多:594	True	detail/nucleoplasm/POF1B/POF1B-evaluation.md	scored	nucleoplasm	176	False	COVERED_SCORED	Report present
POFUT3	重新pa一下:204	True	detail/nucleoplasm/POFUT3/POFUT3-evaluation.md	scored	nucleoplasm	163	False	COVERED_SCORED	Report present
POFUT4	研究很多:617	True	detail/rejected/POFUT4/POFUT4-evaluation.md	rejected	rejected	166	False	COVERED_REJECTED	Report present
POGLUT2	重新pa一下:100	True	detail/nucleoplasm/POGLUT2/POGLUT2-evaluation.md	scored	nucleoplasm	179	False	COVERED_SCORED	Report present
POGLUT3	研究很多:618	True	detail/nucleoplasm/POGLUT3/POGLUT3-evaluation.md	scored	nucleoplasm	177	False	COVERED_SCORED	Report present
POMT2	重新pa一下:781	True	detail/nucleolus/POMT2/POMT2-evaluation.md	scored	nucleolus	180	False	COVERED_SCORED	Report present
POPDC3	重新pa一下:553	True	detail/nucleoplasm/POPDC3/POPDC3-evaluation.md	scored	nucleoplasm	168	False	COVERED_SCORED	Report present
POR	研究很少:318	True	detail/rejected/POR/POR-evaluation.md	rejected	rejected	179	False	COVERED_REJECTED	Report present
POU1F1	Sheet1:1318	True	detail/rejected/POU1F1/POU1F1-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
POU2AF1	Sheet1:1319	True	detail/nucleoplasm/POU2AF1/POU2AF1-evaluation.md	scored	nucleoplasm	167	False	COVERED_SCORED	Report present
POU2AF2	重新pa一下:1238	True	detail/nucleoplasm/POU2AF2/POU2AF2-evaluation.md	scored	nucleoplasm	161	False	COVERED_SCORED	Report present
POU2AF3	重新pa一下:99	True	detail/nucleoplasm/POU2AF3/POU2AF3-evaluation.md	scored	nucleoplasm	161	False	COVERED_SCORED	Report present
POU2F1	Sheet1:1320	True	detail/rejected/POU2F1/POU2F1-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
POU2F2	Sheet1:1321	True	detail/rejected/POU2F2/POU2F2-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
POU2F3	Sheet1:1322	True	detail/rejected/POU2F3/POU2F3-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
POU3F1	Sheet1:1323	True	detail/rejected/POU3F1/POU3F1-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
POU3F2	Sheet1:1324	True	detail/rejected/POU3F2/POU3F2-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
POU3F3	Sheet1:1325	True	detail/rejected/POU3F3/POU3F3-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
POU3F4	Sheet1:1326	True	detail/rejected/POU3F4/POU3F4-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
POU4F1	Sheet1:1327	True	detail/rejected/POU4F1/POU4F1-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
POU4F2	Sheet1:1328	True	detail/rejected/POU4F2/POU4F2-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
POU4F3	研究很少:361	True	detail/rejected/POU4F3/POU4F3-evaluation.md	rejected	rejected	179	False	COVERED_REJECTED	Report present
POU5F1	研究很少:168	True	detail/rejected/POU5F1/POU5F1-evaluation.md	rejected	rejected	181	False	COVERED_REJECTED	Report present
POU5F1B	Sheet1:1329	True	detail/nucleoplasm/POU5F1B/POU5F1B-evaluation.md	scored	nucleoplasm	170	False	COVERED_SCORED	Report present
POU5F2	Sheet1:1330	True	detail/nuclear-speckle/POU5F2/POU5F2-evaluation.md	scored	nuclear-speckle	181	False	COVERED_SCORED	Report present
POU6F1	Sheet1:1331	True	detail/nucleoplasm/POU6F1/POU6F1-evaluation.md	scored	nucleoplasm	181	False	COVERED_SCORED	Report present
POU6F2	重新pa一下:695	True	detail/chromatin/POU6F2/POU6F2-evaluation.md	scored	chromatin	177	False	COVERED_SCORED	Report present
PP2D1	研究很多:620	True	detail/nucleoplasm/PP2D1/PP2D1-evaluation.md	scored	nucleoplasm	166	False	COVERED_SCORED	Report present
PPAN	Sheet1:1333	True	detail/nucleolus/Ppan/Ppan-evaluation.md	scored	nucleolus	169	False	COVERED_SCORED	Report present via case-normalized gene match
PPARA	研究很少:110	True	detail/rejected/PPARA/PPARA-evaluation.md	rejected	rejected	179	False	COVERED_REJECTED	Report present
PPARD	研究很少:492	True	detail/rejected/PPARD/PPARD-evaluation.md	rejected	rejected	170	False	COVERED_REJECTED	Report present
PPARG	研究很少:98	True	detail/rejected/PPARG/PPARG-evaluation.md	rejected	rejected	181	False	COVERED_REJECTED	Report present
