gene,protein_full_name,status,category,score,nuclear_score,is_new,mtime,size_score,novelty_score,structure_score,domain_score,ppi_score,corroboration_score,recommendation,pubmed_count,localization,rejection_reason,source_table_status,source_table_category,report_path,docs_report_path,category_page,lines,has_hpa,has_if_image,has_pae,has_pdb,has_ppi,has_pubmed,has_scoring_table,has_manual_review,duplicate_count,duplicate_type,is_primary_candidate,known_backlog_flags,parse_quality,parse_notes
SS18L2,SS18-like protein 2 (SYT homolog 2),scored,nucleoplasm,64.4,4,False,,5,10,7,7,3,+1.0,⭐⭐,3,"Nucleoli, Mitochondria; 额外: Nucleoplasm",,scored,nucleoplasm,detail/nucleoplasm/SS18L2/SS18L2-evaluation.md,reports/SS18L2.html,category/nucleoplasm.html,237,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
STYXL2,Serine/threonine/tyrosine-interacting-like protein 2 (Inactive dual specificity phosphatase 27),scored,nucleoplasm,64.4,4,False,,8,10,6,7,3,+1.0,⭐⭐,1,Nucleoplasm,,scored,nucleoplasm,detail/nucleoplasm/STYXL2/STYXL2-evaluation.md,reports/STYXL2.html,category/nucleoplasm.html,200,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
TOGARAM2,TOG array regulator of axonemal microtubules protein 2 (Crescerin-2),scored,nucleoplasm,64.4,4,False,,8,10,6,7,3,+1.0,⭐⭐,1,"Nucleoplasm, Plasma membrane",,scored,nucleoplasm,detail/nucleoplasm/TOGARAM2/TOGARAM2-evaluation.md,reports/TOGARAM2.html,category/nucleoplasm.html,201,True,True,True,True,True,True,True,True,1,NONE,True,manual_review,GOOD,ok
DBNDD1,Dysbindin domain-containing protein 1,scored,nuclear-body,64.2,4,False,,8,10,6,7,3,+0.5,⭐⭐,10,"Nuclear speckles; 额外: Cytosol, Equatorial segment, Mid piece, Principal piece, End piece",,scored,nuclear-body,detail/nuclear-body/DBNDD1/DBNDD1-evaluation.md,reports/DBNDD1.html,category/nuclear-body.html,218,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
TCHHL1,Trichohyalin-like protein 1 (Basalin) (Protein S100-A17) (S100 calcium-binding protein A17),scored,nuclear-envelope,64.2,4,False,,8,10,6,7,3,+0.5,⭐⭐,10,"Nuclear membrane, Nucleoli",,scored,nuclear-envelope,detail/nuclear-envelope/TCHHL1/TCHHL1-evaluation.md,reports/TCHHL1.html,category/nuclear-envelope.html,223,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
EFCAB13,EF-hand calcium-binding domain-containing protein 13,scored,nuclear-speckle,64.2,4,False,,8,10,6,7,3,+0.5,⭐⭐,9,"Nucleoplasm, Cytosol; 额外: Nuclear speckles",,scored,nuclear-speckle,detail/nuclear-speckle/EFCAB13/EFCAB13-evaluation.md,reports/EFCAB13.html,category/nuclear-speckle.html,221,True,True,True,True,True,True,True,True,1,NONE,True,manual_review,GOOD,ok
HRCT1,Histidine-rich carboxyl terminus protein 1,scored,nuclear-speckle,64.2,4,False,,8,10,6,7,3,+0.5,⭐⭐,7,"Nuclear membrane; 额外: Nucleoplasm, Nuclear speckles",,scored,nuclear-speckle,detail/nuclear-speckle/HRCT1/HRCT1-evaluation.md,reports/HRCT1.html,category/nuclear-speckle.html,214,True,True,True,True,True,True,True,True,1,NONE,True,manual_review,GOOD,ok
LNP1,Leukemia NUP98 fusion partner 1,scored,nuclear-speckle,64.2,4,False,,8,10,6,7,3,+0.5,⭐⭐,13,"Vesicles; 额外: Nuclear speckles, Cytosol",,scored,nuclear-speckle,detail/nuclear-speckle/LNP1/LNP1-evaluation.md,reports/LNP1.html,category/nuclear-speckle.html,228,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
C11orf21,Uncharacterized protein C11orf21,scored,nucleoplasm,64.2,4,False,,8,10,6,7,3,+0.5,⭐⭐,3,Nucleoplasm; 额外: Cytosol,,scored,nucleoplasm,detail/nucleoplasm/C11orf21/C11orf21-evaluation.md,reports/C11orf21.html,category/nucleoplasm.html,209,True,True,True,True,True,True,True,True,1,NONE,True,manual_review,GOOD,ok
C11orf58,Small acidic protein,scored,nucleoplasm,64.2,4,False,,8,10,6,7,3,+0.5,⭐⭐,4,Endoplasmic reticulum; 额外: Nucleoplasm,,scored,nucleoplasm,detail/nucleoplasm/C11orf58/C11orf58-evaluation.md,reports/C11orf58.html,category/nucleoplasm.html,231,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
C19orf73,Putative uncharacterized protein C19orf73,scored,nucleoplasm,64.2,4,False,,8,10,6,7,3,+0.5,⭐⭐,0,"Nucleoplasm, Cytosol",,scored,nucleoplasm,detail/nucleoplasm/C19orf73/C19orf73-evaluation.md,reports/C19orf73.html,category/nucleoplasm.html,211,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
C1orf21,Uncharacterized protein C1orf21 (Cell proliferation-inducing gene 13 protein),scored,nucleoplasm,64.2,4,False,,8,10,6,7,3,+0.5,⭐⭐,6,"Nucleoplasm, Cytosol",,scored,nucleoplasm,detail/nucleoplasm/C1orf21/C1orf21-evaluation.md,reports/C1orf21.html,category/nucleoplasm.html,233,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
FAM219A,Protein FAM219A,scored,nucleoplasm,64.2,4,False,,8,10,6,7,3,+0.5,⭐⭐,2,"Golgi apparatus; 额外: Nucleoplasm, Vesicles",,scored,nucleoplasm,detail/nucleoplasm/FAM219A/FAM219A-evaluation.md,reports/FAM219A.html,category/nucleoplasm.html,222,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
LMCD1,LIM and cysteine-rich domains protein 1 (Dyxin),scored,nucleoplasm,64.2,7,False,,10,6,7,8,3,+1.5,⭐⭐,48,"Nucleoplasm, Plasma membrane; 额外: Cell Junctions, Cytosol",,scored,nucleoplasm,detail/nucleoplasm/LMCD1/LMCD1-evaluation.md,reports/LMCD1.html,category/nucleoplasm.html,235,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
PRR14L,Protein PRR14L (Proline rich 14-like protein),scored,nucleoplasm,64.2,7,False,,2,10,4,7,3,+0.5,⭐⭐,7,Nucleoplasm,,scored,nucleoplasm,detail/nucleoplasm/PRR14L/PRR14L-evaluation.md,reports/PRR14L.html,category/nucleoplasm.html,235,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
PTGES2,Prostaglandin E synthase 2 (EC 5.3.99.3) (Membrane-associated prostaglandin E synthase-2) (mPGE synthase-2) (Microsomal prostaglandin E synthase 2) (mPGES-2) (Prostaglandin-H(2) E-isomerase) [Cleaved into: Prostaglandin E synthase 2 truncated form],scored,nucleoplasm,64.2,7,False,,10,6,7,8,3,+1.5,⭐⭐,43,暂无HPA定位数据,,scored,nucleoplasm,detail/nucleoplasm/PTGES2/PTGES2-evaluation.md,reports/PTGES2.html,category/nucleoplasm.html,234,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
R3HDM1,R3H domain-containing protein 1,scored,nucleoplasm,64.2,4,False,,8,10,6,7,3,+0.5,⭐⭐,15,"Nucleoplasm, Cytosol",,scored,nucleoplasm,detail/nucleoplasm/R3HDM1/R3HDM1-evaluation.md,reports/R3HDM1.html,category/nucleoplasm.html,238,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
TRIM47,E3 ubiquitin-protein ligase TRIM47 (EC 2.3.2.27) (Gene overexpressed in astrocytoma protein) (RING finger protein 100) (Tripartite motif-containing protein 47),scored,nucleoplasm,64.2,7,False,,10,6,7,8,3,+1.5,⭐⭐,57,Cytosol,,scored,nucleoplasm,detail/nucleoplasm/TRIM47/TRIM47-evaluation.md,reports/TRIM47.html,category/nucleoplasm.html,233,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
CCDC39,Coiled-coil domain-containing protein 39,scored,nucleus-cytoplasm,64.2,7,False,,8,6,8,7,4,+1.5,⭐⭐,55,nucleus-cytoplasm,,scored,nucleus-cytoplasm,detail/nucleus-cytoplasm/CCDC39/CCDC39-evaluation.md,reports/CCDC39.html,category/nucleus-cytoplasm.html,250,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
NME7,Nucleoside diphosphate kinase 7,scored,nucleoplasm,64,7.33,False,,9,7,9,1.8,4.4,0,⭐⭐,32, Nucleoplasm,,scored,nucleoplasm,detail/nucleoplasm/NME7/NME7-evaluation.md,reports/NME7.html,category/nucleoplasm.html,271,True,True,True,True,True,True,True,True,1,NONE,True,manual_review,GOOD,ok
NSMCE3,Non-structural maintenance of chromosomes element 3 homolog,scored,nucleoplasm,64,3,False,,9,10,6,2.4,7.8,0,⭐⭐,6,nucleoplasm,,scored,nucleoplasm,detail/nucleoplasm/NSMCE3/NSMCE3-evaluation.md,reports/NSMCE3.html,category/nucleoplasm.html,244,True,True,True,True,True,True,True,True,1,NONE,True,manual_review,GOOD,ok
AUNIP,Aurora kinase A- and ninein-interacting protein,scored,chromatin,63.9,7,False,,10,10,3,7,2,+1.0,⭐⭐,10,chromatin,,scored,chromatin,detail/chromatin/AUNIP/AUNIP-evaluation.md,reports/AUNIP.html,category/chromatin.html,202,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
BOD1L2,Biorientation of chromosomes in cell division protein 1-like 2 (Biorientation of chromosomes in cell division protein 1 pseudogene) (Protein FAM44C),scored,chromatin,63.9,5,False,,4,10,6,5,5,+1.0,⭐⭐,2,No IF image available,,scored,chromatin,detail/chromatin/BOD1L2/BOD1L2-evaluation.md,reports/BOD1L2.html,category/chromatin.html,184,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
PMF1,Polyamine-modulated factor 1,scored,chromatin,63.9,8,False,,10,6,8,7,2,+1.5,⭐⭐,43,HPA subcellular IF 图像可用（见下方 HPA IF 图像修正块）,,scored,chromatin,detail/chromatin/PMF1/PMF1-evaluation.md,reports/PMF1.html,category/chromatin.html,226,True,True,True,True,True,True,True,True,1,NONE,True,manual_review,GOOD,ok
SSBP2,Single-stranded DNA-binding protein 2,scored,chromatin,63.9,8,False,,10,6,8,7,2,+2.0,⭐⭐,53,HPA subcellular IF 图像可用（见下方 HPA IF 图像修正块）,,scored,chromatin,detail/chromatin/SSBP2/SSBP2-evaluation.md,reports/SSBP2.html,category/chromatin.html,226,True,True,True,True,True,True,True,True,1,NONE,True,manual_review,GOOD,ok
C4orf54,Uncharacterized protein C4orf54 (Familial obliterative portal venopathy),scored,nuclear-speckle,63.9,7,False,,5,10,4,7,2,+0,⭐⭐,2,Nuclear bodies; 额外: Cytosol,,scored,nuclear-speckle,detail/nuclear-speckle/C4orf54/C4orf54-evaluation.md,reports/C4orf54.html,category/nuclear-speckle.html,195,True,True,True,True,True,True,True,True,1,NONE,True,manual_review,GOOD,ok
C9orf153,Uncharacterized protein C9orf153,scored,nuclear-speckle,63.9,4,False,,8,10,6,7,3,+0,⭐⭐,0,"Nuclear bodies, Plasma membrane; 额外: Nucleoplasm, Vesicles",,scored,nuclear-speckle,detail/nuclear-speckle/C9orf153/C9orf153-evaluation.md,reports/C9orf153.html,category/nuclear-speckle.html,209,True,True,True,True,True,True,True,True,1,NONE,True,manual_review,GOOD,ok
SFMBT2,Scm-like with four MBT domains protein 2 (Scm-like with 4 MBT domains protein 2),scored,nuclear-speckle,63.9,7,False,,8,6,8,7,3,+2.0,⭐⭐,53,"Nucleoplasm, Nuclear speckles",,scored,nuclear-speckle,detail/nuclear-speckle/SFMBT2/SFMBT2-evaluation.md,reports/SFMBT2.html,category/nuclear-speckle.html,244,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
C12orf43,Protein CUSTOS,scored,nucleolus,63.9,5,False,,10,8,6,7,4,+0,⭐⭐,37,"nucleoli (Approved, A-431)",,scored,nucleolus,detail/nucleolus/C12orf43/C12orf43-evaluation.md,reports/C12orf43.html,category/nucleolus.html,237,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
ETV3,ETS translocation variant 3 (ETS domain transcriptional repressor PE1) (PE-1) (Mitogenic Ets transcriptional suppressor),scored,nucleolus,63.9,7,False,,10,8,5,6,4,+0,⭐⭐,26,nucleolus,,scored,nucleolus,detail/nucleolus/ETV3/ETV3-evaluation.md,reports/ETV3.html,category/nucleolus.html,173,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
N4BP1,NEDD4-binding protein 1 (N4BP1) (EC 3.1.-.-),scored,nucleolus,63.9,7,False,,8,6,8,7,4,+2.0,⭐⭐,52,暂无数据（HPA IF 图像已本地嵌入。,,scored,nucleolus,detail/nucleolus/N4BP1/N4BP1-evaluation.md,reports/N4BP1.html,category/nucleolus.html,239,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
RDM1,RAD52 motif-containing protein 1,scored,nucleolus,63.9,7,False,,10,8,6,7,2,+1.5,⭐⭐,23,HPA subcellular IF 图像可用（见下方 HPA IF 图像修正块）,,scored,nucleolus,detail/nucleolus/RDM1/RDM1-evaluation.md,reports/RDM1.html,category/nucleolus.html,231,True,True,True,True,True,True,True,True,1,NONE,True,manual_review,GOOD,ok
A0A0B4J203,,scored,nucleoplasm,63.9,5,False,,7,10,5,4,5,0,⭐⭐,0,nucleoplasm,,scored,nucleoplasm,detail/nucleoplasm/A0A0B4J203/A0A0B4J203-evaluation.md,reports/A0A0B4J203.html,category/nucleoplasm.html,123,True,True,False,True,True,True,True,False,1,NONE,True,,GOOD,ok
A0A140VJS2,,scored,nucleoplasm,63.9,5,False,,7,10,4,6,5,0,⭐⭐,0,nucleoplasm,,scored,nucleoplasm,detail/nucleoplasm/A0A140VJS2/A0A140VJS2-evaluation.md,reports/A0A140VJS2.html,category/nucleoplasm.html,126,True,True,False,True,True,True,True,False,1,NONE,True,,GOOD,ok
A0A1U9X845,,scored,nucleoplasm,63.9,5,False,,5,10,6,4,5,0,⭐⭐,0,nucleoplasm,,scored,nucleoplasm,detail/nucleoplasm/A0A1U9X845/A0A1U9X845-evaluation.md,reports/A0A1U9X845.html,category/nucleoplasm.html,120,True,True,False,True,True,True,True,False,1,NONE,True,,GOOD,ok
A0A1U9X8Y8,,scored,nucleoplasm,63.9,5,False,,5,10,6,4,5,0,⭐⭐,0,nucleoplasm,,scored,nucleoplasm,detail/nucleoplasm/A0A1U9X8Y8/A0A1U9X8Y8-evaluation.md,reports/A0A1U9X8Y8.html,category/nucleoplasm.html,83,True,True,False,True,True,True,True,False,1,NONE,True,,GOOD,ok
A0A4D5RAA2,,scored,nucleoplasm,63.9,5,False,,5,10,6,4,5,0,⭐⭐,0,nucleoplasm,,scored,nucleoplasm,detail/nucleoplasm/A0A4D5RAA2/A0A4D5RAA2-evaluation.md,reports/A0A4D5RAA2.html,category/nucleoplasm.html,83,True,True,False,True,True,True,True,False,1,NONE,True,,GOOD,ok
A0A4D5RAA5,,scored,nucleoplasm,63.9,5,False,,5,10,6,4,5,0,⭐⭐,0,nucleoplasm,,scored,nucleoplasm,detail/nucleoplasm/A0A4D5RAA5/A0A4D5RAA5-evaluation.md,reports/A0A4D5RAA5.html,category/nucleoplasm.html,83,True,True,False,True,True,True,True,False,1,NONE,True,,GOOD,ok
A0A4D5RAH1,,scored,nucleoplasm,63.9,5,False,,5,10,6,4,5,0,⭐⭐,0,nucleoplasm,,scored,nucleoplasm,detail/nucleoplasm/A0A4D5RAH1/A0A4D5RAH1-evaluation.md,reports/A0A4D5RAH1.html,category/nucleoplasm.html,83,True,True,False,True,True,True,True,False,1,NONE,True,,GOOD,ok
A0A4D5RAJ5,,scored,nucleoplasm,63.9,5,False,,5,10,6,4,5,0,⭐⭐,0,nucleoplasm,,scored,nucleoplasm,detail/nucleoplasm/A0A4D5RAJ5/A0A4D5RAJ5-evaluation.md,reports/A0A4D5RAJ5.html,category/nucleoplasm.html,83,True,True,False,True,True,True,True,False,1,NONE,True,,GOOD,ok
AATK,Serine/threonine-protein kinase LMTK1 (EC 2.7.11.1) (Apoptosis-associated tyrosine kinase) (AATYK) (Brain apoptosis-associated tyrosine kinase) (CDK5-binding protein) (Lemur tyrosine kinase 1) (p35-binding protein) (p35BP),scored,nucleoplasm,63.9,7,False,,5,8,6,7,3,+1.0,⭐⭐,23,Mitochondria,,scored,nucleoplasm,detail/nucleoplasm/AATK/AATK-evaluation.md,reports/AATK.html,category/nucleoplasm.html,240,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
ANKRD36,Ankyrin repeat domain-containing protein 36A,scored,nucleoplasm,63.9,7,False,,10,10,2,4,5,+0.5,⭐⭐,12,nucleoplasm,,scored,nucleoplasm,detail/nucleoplasm/ANKRD36/ANKRD36-evaluation.md,reports/ANKRD36.html,category/nucleoplasm.html,110,True,True,True,True,True,True,True,True,1,NONE,True,manual_review,GOOD,ok
APBA1,Amyloid-beta A4 precursor protein-binding family A member 1 (Adapter protein X11alpha) (Neuron-specific X11 protein) (Neuronal Munc18-1-interacting protein 1) (Mint-1),scored,nucleoplasm,63.9,7,False,,8,8,6,7,3,+2.5,⭐⭐,21,Golgi apparatus,,scored,nucleoplasm,detail/nucleoplasm/APBA1/APBA1-evaluation.md,reports/APBA1.html,category/nucleoplasm.html,244,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
ATG16L2,Protein Atg16l2 (APG16-like 2) (Autophagy-related protein 16-2) (WD repeat-containing protein 80),scored,nucleoplasm,63.9,7,False,,10,6,7,8,3,+1.0,⭐⭐,49,Nucleoplasm,,scored,nucleoplasm,detail/nucleoplasm/ATG16L2/ATG16L2-evaluation.md,reports/ATG16L2.html,category/nucleoplasm.html,228,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
ATXN8,Ataxin-8 (Protein 1C2),scored,nucleoplasm,63.9,8,False,,2,8,8,2,5,+1.0,⭐⭐,21,No IF image available,,scored,nucleoplasm,detail/nucleoplasm/ATXN8/ATXN8-evaluation.md,reports/ATXN8.html,category/nucleoplasm.html,152,True,True,True,True,True,True,True,True,1,NONE,True,manual_review,GOOD,ok
B4E0Q6,"cDNA FLJ60209, highly similar to Transcriptional repressor p66 alpha",scored,nucleoplasm,63.9,5,False,,7,10,4,6,5,0,⭐⭐,0,nucleoplasm,,scored,nucleoplasm,detail/nucleoplasm/B4E0Q6/B4E0Q6-evaluation.md,reports/B4E0Q6.html,category/nucleoplasm.html,100,True,True,False,True,True,True,True,False,1,NONE,True,,GOOD,ok
B4E2T1,"cDNA FLJ58230, highly similar to Polyhomeotic-like protein 3",scored,nucleoplasm,63.9,5,False,,7,10,4,6,5,0,⭐⭐,0,nucleoplasm,,scored,nucleoplasm,detail/nucleoplasm/B4E2T1/B4E2T1-evaluation.md,reports/B4E2T1.html,category/nucleoplasm.html,100,True,True,False,True,True,True,True,False,1,NONE,True,,GOOD,ok
B4E3F7,"cDNA FLJ57455, moderately similar to Homo sapiens muscleblind-like 2 (Drosophila) (MBNL2), transcript variant 3, mRNA",scored,nucleoplasm,63.9,5,False,,7,10,4,6,5,0,⭐⭐,0,nucleoplasm,,scored,nucleoplasm,detail/nucleoplasm/B4E3F7/B4E3F7-evaluation.md,reports/B4E3F7.html,category/nucleoplasm.html,85,True,True,False,True,True,True,True,False,1,NONE,True,,GOOD,ok
B4E3R6,"cDNA FLJ51777, highly similar to Squamous cell carcinoma antigen recognized byT-cells 3",scored,nucleoplasm,63.9,5,False,,5,10,6,4,5,0,⭐⭐,0,nucleoplasm,,scored,nucleoplasm,detail/nucleoplasm/B4E3R6/B4E3R6-evaluation.md,reports/B4E3R6.html,category/nucleoplasm.html,87,True,True,False,True,True,True,True,False,1,NONE,True,,GOOD,ok
C11ORF53,POU domain class 2-associating factor 2,scored,nucleoplasm,63.9,5,False,,7,10,5,5,5,0,⭐⭐,9,nucleoplasm,,scored,nucleoplasm,detail/nucleoplasm/C11ORF53/C11ORF53-evaluation.md,reports/C11ORF53.html,category/nucleoplasm.html,90,True,True,False,True,True,True,True,False,1,NONE,True,,GOOD,ok
C9orf40,Uncharacterized protein C9orf40,scored,nucleoplasm,63.9,4,False,,8,10,6,7,3,+0,⭐⭐,3,"Nucleoplasm, Cytosol; 额外: Centrosome",,scored,nucleoplasm,detail/nucleoplasm/C9orf40/C9orf40-evaluation.md,reports/C9orf40.html,category/nucleoplasm.html,219,True,True,True,True,True,True,True,True,1,NONE,True,manual_review,GOOD,ok
CENPBD1,Putative CENPB DNA-binding domain-containing protein 1,scored,nucleoplasm,63.9,5,False,,8,10,6,5,3,+0,⭐⭐,2,暂无HPA定位数据,,scored,nucleoplasm,detail/nucleoplasm/CENPBD1/CENPBD1-evaluation.md,reports/CENPBD1.html,category/nucleoplasm.html,209,True,True,True,True,True,True,True,True,1,NONE,True,manual_review,GOOD,ok
CEP63,Centrosomal protein of 63 kDa,scored,nucleoplasm,63.9,6,False,,5,8,7,6,5,+1.0,⭐⭐,36,nucleoplasm,,scored,nucleoplasm,detail/nucleoplasm/CEP63/CEP63-evaluation.md,reports/CEP63.html,category/nucleoplasm.html,134,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
DDIT4L,DNA damage-inducible transcript 4-like protein (HIF-1 responsive protein RTP801-like) (Protein regulated in development and DNA damage response 2) (REDD-2),scored,nucleoplasm,63.9,6,False,,8,8,7,6,4,+0,⭐⭐,39,nucleoplasm,,scored,nucleoplasm,detail/nucleoplasm/DDIT4L/DDIT4L-evaluation.md,reports/DDIT4L.html,category/nucleoplasm.html,174,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
DGKE,Diacylglycerol kinase epsilon (DAG kinase epsilon) (EC 2.7.1.107) (Diglyceride kinase epsilon) (DGK-epsilon),scored,nucleoplasm,63.9,7,False,,10,6,8,8,2,+1.0,⭐⭐,60,"Nucleoplasm, Cytosol",,scored,nucleoplasm,detail/nucleoplasm/DGKE/DGKE-evaluation.md,reports/DGKE.html,category/nucleoplasm.html,230,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
DHX38,Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16 (EC 3.6.4.13) (ATP-dependent RNA helicase DHX38) (DEAH box protein 38),scored,nucleoplasm,63.9,8,False,,5,8,6,5,3,+1.0,⭐⭐,28,Nucleoplasm,,scored,nucleoplasm,detail/nucleoplasm/DHX38/DHX38-evaluation.md,reports/DHX38.html,category/nucleoplasm.html,231,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
DKFZp564C0482,,scored,nucleoplasm,63.9,5,False,,5,10,6,4,5,0,⭐⭐,0,nucleoplasm,,scored,nucleoplasm,detail/nucleoplasm/DKFZp564C0482/DKFZp564C0482-evaluation.md,reports/DKFZp564C0482.html,category/nucleoplasm.html,76,True,True,False,True,True,True,True,False,1,NONE,True,,GOOD,ok
DKFZp666L156,Uncharacterized protein DKFZp666L156,scored,nucleoplasm,63.9,5,False,,7,10,4,6,5,0,⭐⭐,0,nucleoplasm,,scored,nucleoplasm,detail/nucleoplasm/DKFZp666L156/DKFZp666L156-evaluation.md,reports/DKFZp666L156.html,category/nucleoplasm.html,87,True,True,False,True,True,True,True,False,1,NONE,True,,GOOD,ok
DKFZp686G2037,"HCG2040278, isoform CRA_a",scored,nucleoplasm,63.9,5,False,,7,10,4,6,5,0,⭐⭐,0,nucleoplasm,,scored,nucleoplasm,detail/nucleoplasm/DKFZp686G2037/DKFZp686G2037-evaluation.md,reports/DKFZp686G2037.html,category/nucleoplasm.html,85,True,True,False,True,True,True,True,False,1,NONE,True,,GOOD,ok
DKFZp686J1732,Uncharacterized protein DKFZp686J1732,scored,nucleoplasm,63.9,5,False,,7,10,4,6,5,0,⭐⭐,0,nucleoplasm,,scored,nucleoplasm,detail/nucleoplasm/DKFZp686J1732/DKFZp686J1732-evaluation.md,reports/DKFZp686J1732.html,category/nucleoplasm.html,71,True,True,False,True,True,True,True,False,1,NONE,True,,GOOD,ok
DKFZp686K23100,Matrin-3,scored,nucleoplasm,63.9,5,False,,7,10,4,6,5,0,⭐⭐,0,nucleoplasm,,scored,nucleoplasm,detail/nucleoplasm/DKFZp686K23100/DKFZp686K23100-evaluation.md,reports/DKFZp686K23100.html,category/nucleoplasm.html,71,True,True,False,True,True,True,True,False,1,NONE,True,,GOOD,ok
DKFZp686L22104,Uncharacterized protein DKFZp686L22104,scored,nucleoplasm,63.9,5,False,,7,10,4,6,5,0,⭐⭐,0,nucleoplasm,,scored,nucleoplasm,detail/nucleoplasm/DKFZp686L22104/DKFZp686L22104-evaluation.md,reports/DKFZp686L22104.html,category/nucleoplasm.html,83,True,True,False,True,True,True,True,False,1,NONE,True,,GOOD,ok
DKFZp686O1631,Uncharacterized protein DKFZp686O1631,scored,nucleoplasm,63.9,5,False,,7,10,4,6,5,0,⭐⭐,0,nucleoplasm,,scored,nucleoplasm,detail/nucleoplasm/DKFZp686O1631/DKFZp686O1631-evaluation.md,reports/DKFZp686O1631.html,category/nucleoplasm.html,83,True,True,False,True,True,True,True,False,1,NONE,True,,GOOD,ok
DRG2,Developmentally-regulated GTP-binding protein 2 (DRG-2) (Translation factor GTPase DRG2) (TRAFAC GTPase DRG2) (EC 3.6.5.-),scored,nucleoplasm,63.9,7,False,,10,6,7,8,3,+1.0,⭐⭐,53,"Vesicles, Cytosol; 额外: Nucleoplasm",,scored,nucleoplasm,detail/nucleoplasm/DRG2/DRG2-evaluation.md,reports/DRG2.html,category/nucleoplasm.html,234,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
EBF4,Transcription factor COE4 (Early B-cell factor 4) (EBF-4) (Olf-1/EBF-like 4) (O/E-4) (OE-4),scored,nucleoplasm,63.9,8,False,,10,4,8,9,4,+1.0,⭐⭐,79,Nucleoplasm,,scored,nucleoplasm,detail/nucleoplasm/EBF4/EBF4-evaluation.md,reports/EBF4.html,category/nucleoplasm.html,221,True,True,True,True,True,True,True,True,1,NONE,True,manual_review,GOOD,ok
