gene_symbol	species	full_name	aliases	uniprot_accession	uniprot_entry_name	uniprot_length	uniprot_reviewed	uniprot_pubmed_count	pubmed_count_strict	pubmed_count_loose	citations	hotness	hpa_nuclear	hpa_locations	hpa_reliability	compartments_nuclear_score	compartments_nuclear_evidence	uniprot_subcellular	uniprot_all_gene_names	uniprot_go_c	uniprot_go_ids	tier	num_sources	evidence_quality	source_uniprot	source_hpa	source_compartments	category	category_reason	final_category	ChIP_Atlas_class	ChIP_Atlas_antigen	ChIP_Atlas_hg38	ChIP_Atlas_mm10	ENCODE_ChIP_WT	ENCODE_ChIP_pert	ATAC_perturbed	FP80_Degree	FP80_Nuclear_Degree	FP80_ChIP_Neighbor_Degree	FP90_Degree	FP90_Nuclear_Degree	FP90_ChIP_Neighbor_Degree	BioGRID_Human_Degree	BioGRID_Human_Nuclear_Degree	BioGRID_Human_ChIP_Neighbor_Degree	BioGRID_Mouse_Degree	BioGRID_Mouse_Nuclear_Degree	BioGRID_Mouse_ChIP_Neighbor_Degree	STRING_Human_Degree	STRING_Human_Nuclear_Degree	STRING_Human_ChIP_Neighbor_Degree	STRING_Mouse_Degree	STRING_Mouse_Nuclear_Degree	STRING_Mouse_ChIP_Neighbor_Degree	Combined_BS_Human_Degree	Combined_BS_Human_Nuclear_Degree	Combined_BS_Human_ChIP_Neighbor_Degree	Combined_BS_Mouse_Degree	Combined_BS_Mouse_Nuclear_Degree	Combined_BS_Mouse_ChIP_Neighbor_Degree	Has_FP80_PPI	Has_FP90_PPI	Has_BioGRID_Human_PPI	Has_BioGRID_Mouse_PPI	Has_STRING_Human_PPI	Has_STRING_Mouse_PPI	Has_Combined_BS_Human_PPI	Has_Combined_BS_Mouse_PPI	Has_Any_Human_PPI	Has_Any_Mouse_PPI	Has_Any_PPI
Hoxb9	mouse	Homeobox protein Hox-B9	Hox-2.5; Hoxb-9	P20615	HXB9_MOUSE	250	True	5	216	224	216	热门	False			5.000	score=5.0; evidence=CURATED; sources=GO_Central;UniProtKB	SUBCELLULAR LOCATION: Nucleus.	Hoxb9 Hox-2.5 Hoxb-9			2	2	0	True	False	True	families	family_HOX	families			WT:0/pert:0	WT:0/pert:0	0	0	False	1	1	1	0	0	0	0	0	0	2	1	1	0	0	0	5	4	4	0	0	0	7	5	5	True	False	False	True	False	True	False	True	True	True	True
Hoxc10	mouse	Homeobox protein Hox-C10	Hox-3.6; Hoxc-10	P31257	HXC10_MOUSE	342	True	4	155	157	155	热门	False			5.000	score=5.0; evidence=CURATED; sources=GO_Central;UniProtKB	SUBCELLULAR LOCATION: Nucleus.	Hoxc10 Hox-3.6 Hoxc-10			2	2	0	True	False	True	families	family_HOX	families	TFs and others	HOXC10,Hoxc10	WT:0/pert:0	WT:2/pert:24	1	0	False	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	2	2	2	0	0	0	3	3	3	True	False	False	True	False	True	False	True	True	True	True
Hoxc11	mouse	Homeobox protein Hox-C11	Hox-3.7; Hoxc-11	P31313	HXC11_MOUSE	304	True	3	92	92	92	热门	False			5.000	score=5.0; evidence=CURATED; sources=GO_Central;UniProtKB	SUBCELLULAR LOCATION: Nucleus.	Hoxc11 Hox-3.7 Hoxc-11			2	2	0	True	False	True	families	family_HOX	families	TFs and others	HOXC11	WT:1/pert:2	WT:0/pert:0	0	0	False	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	2	2	2	True	False	False	True	False	True	False	True	True	True	True
Hoxc12	mouse	Homeobox protein Hox-C12	Hox-3.8; Hoxc-12	Q8K5B8	HXC12_MOUSE	280	True	2	33	33	33	较多	False					SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00108}.	Hoxc12 Hox-3.8 Hoxc-12			2	1	0	True	False	False	families	family_HOX	families			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	8	8	7	0	0	0	0	0	0	0	0	0	8	8	7	False	False	False	True	False	False	False	True	False	True	True
Hoxc4	mouse	Homeobox protein Hox-C4	Hox-3.5; Hoxc-4	Q08624	HXC4_MOUSE	264	True	3	121	125	121	热门	False			5.000	score=5.0; evidence=CURATED; sources=GO_Central;UniProtKB	SUBCELLULAR LOCATION: Nucleus.	Hoxc4 Hox-3.5 Hoxc-4			2	2	0	True	False	True	families	family_HOX	families			WT:0/pert:0	WT:0/pert:0	0	0	False	2	2	1	1	1	1	0	0	0	6	6	6	0	0	0	10	10	10	0	0	0	15	15	15	True	True	False	True	False	True	False	True	True	True	True
Hoxc5	mouse	Homeobox protein Hox-C5	Hox-3.4; Hoxc-5	P32043	HXC5_MOUSE	222	True	4	60	67	60	热门	False			5.000	score=5.0; evidence=CURATED; sources=GO_Central;UniProtKB	SUBCELLULAR LOCATION: Nucleus.	Hoxc5 Hox-3.4 Hoxc-5			2	2	0	True	False	True	families	family_HOX	families	TFs and others	HOXC5	WT:2/pert:1	WT:0/pert:0	0	0	False	5	5	3	3	3	2	0	0	0	3	3	2	0	0	0	3	3	2	0	0	0	6	6	4	True	True	False	True	False	True	False	True	True	True	True
Hoxc6	mouse	Homeobox protein Hox-C6	Hox-3.3; Hoxc-6	P10629	HXC6_MOUSE	235	True	5	286	295	286	热门	False			5.000	score=5.0; evidence=CURATED; sources=GO_Central;UniProtKB	SUBCELLULAR LOCATION: Nucleus.	Hoxc6 Hox-3.3 Hoxc-6			2	2	0	True	False	True	families	family_HOX	families	TFs and others	HOXC6,Hoxc6	WT:0/pert:0	WT:1/pert:13	0	0	False	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	8	8	7	0	0	0	9	9	8	False	False	False	True	False	True	False	True	False	True	True
Hoxc9	mouse	Homeobox protein Hox-C9	Hox-3.2; Hoxc-9	P09633	HXC9_MOUSE	260	True	5	139	144	139	热门	False			5.000	score=5.0; evidence=CURATED; sources=GO_Central;UniProtKB	SUBCELLULAR LOCATION: Nucleus.	Hoxc9 Hox-3.2 Hoxc-9			2	2	0	True	False	True	families	family_HOX	families	TFs and others	HOXC9,Hoxc9	WT:0/pert:2	WT:0/pert:12	0	0	False	1	1	0	0	0	0	0	0	0	2	1	1	0	0	0	8	7	6	0	0	0	10	8	7	True	False	False	True	False	True	False	True	True	True	True
Hoxd10	mouse	Homeobox protein Hox-D10	Hox-4.5; Hoxd-10	P28359	HXD10_MOUSE	340	True	5	283	292	283	热门	False			5.000	score=5.0; evidence=CURATED; sources=GO_Central;UniProtKB	SUBCELLULAR LOCATION: Nucleus.	Hoxd10 Hox-4.5 Hoxd-10			2	2	0	True	False	True	families	family_HOX	families			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	11	11	8	0	0	0	6	6	3	0	0	0	14	14	9	False	False	False	True	False	True	False	True	False	True	True
Hoxd11	mouse	Homeobox protein Hox-D11	Hox-4.6; Hoxd-11	P23813	HXD11_MOUSE	323	True	2	184	191	184	热门	False			5.000	score=5.0; evidence=CURATED; sources=GO_Central;UniProtKB	SUBCELLULAR LOCATION: Nucleus.	Hoxd11 Hox-4.6 Hoxd-11			2	2	0	True	False	True	families	family_HOX	families	TFs and others	HOXD11	WT:2/pert:0	WT:0/pert:0	0	0	False	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	True	False	False	False	False	False	False	False	True	True	True
Hoxd12	mouse	Homeobox protein Hox-D12	Hox-4.7; Hoxd-12	P23812	HXD12_MOUSE	268	True	4	96	99	96	热门	False			5.000	score=5.0; evidence=CURATED; sources=UniProtKB	SUBCELLULAR LOCATION: Nucleus.	Hoxd12 Hox-4.7 Hoxd-12			2	2	0	True	False	True	families	family_HOX	families			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	9	9	3	0	0	0	0	0	0	0	0	0	9	9	3	False	False	False	True	False	False	False	True	False	True	True
Hoxd3	mouse	Homeobox protein Hox-D3	Hox-4.1; Hoxd-3	P09027	HXD3_MOUSE	433	True	5	130	135	130	热门	False			5.000	score=5.0; evidence=CURATED; sources=GO_Central;UniProtKB	SUBCELLULAR LOCATION: Nucleus.	Hoxd3 Hox-4.1 Hoxd-3			2	2	0	True	False	True	families	family_HOX	families			WT:0/pert:0	WT:0/pert:0	0	0	False	1	1	0	0	0	0	0	0	0	4	3	1	0	0	0	3	3	2	0	0	0	7	6	3	True	False	False	True	False	True	False	True	True	True	True
Hoxd4	mouse	Homeobox protein Hox-D4	Hox-4.2; Hoxd-4	P10628	HXD4_MOUSE	250	True	7	131	141	131	热门	False			5.000	score=5.0; evidence=CURATED; sources=GO_Central;UniProtKB	SUBCELLULAR LOCATION: Nucleus.	Hoxd4 Hox-4.2 Hoxd-4			2	2	0	True	False	True	families	family_HOX	families	TFs and others	HOXD4	WT:1/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	3	3	2	0	0	0	8	8	5	0	0	0	11	11	7	False	False	False	True	False	True	False	True	False	True	True
Hoxd8	mouse	Homeobox protein Hox-D8	Hox-4.3; Hoxd-8	P23463	HXD8_MOUSE	289	True	5	102	108	102	热门	False			5.000	score=5.0; evidence=CURATED; sources=UniProtKB	SUBCELLULAR LOCATION: Nucleus.	Hoxd8 Hox-4.3 Hoxd-8			2	2	0	True	False	True	families	family_HOX	families			WT:0/pert:0	WT:0/pert:0	0	0	False	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	0	0	2	2	2	True	False	False	False	False	True	False	True	True	True	True
Hrob	mouse	Homologous recombination OB-fold protein		Q32P12	HROB_MOUSE	615	True	4	34	34	34	较多	False					SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:Q8N3J3}. Chromosome {ECO:0000250|UniProtKB:Q8N3J3}. Note=Localized to the sites of DNA damage. {ECO:0000250|UniProtKB:Q8N3J3}.	Hrob			2	1	0	True	False	False	families	family_DNA_repair	families			WT:0/pert:0	WT:0/pert:0	0	0	False	6	6	1	3	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	True	True	False	False	False	False	False	False	True	True	True
Hspa12a	mouse	Heat shock 70 kDa protein 12A	Kiaa0417	Q8K0U4	HS12A_MOUSE	675	True	6	65	65	65	热门	False					SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:30679749}. Nucleus {ECO:0000269|PubMed:30679749}.	Hspa12a Kiaa0417			2	1	0	True	False	False	unclassified_core_nuclear	core_nuclear_unclassified	unclassified_core_nuclear			WT:0/pert:0	WT:0/pert:0	0	0	False	3	2	0	3	2	0	0	0	0	21	8	2	0	0	0	13	4	0	0	0	0	34	12	2	True	True	False	True	False	True	False	True	True	True	True
Hspa9	mouse	Stress-70 protein, mitochondrial	Grp75; Hsp74; Hspa9a	P38647	HSPA9_MOUSE	679	True	17	398	850	398	热门	False					SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:7865888}. Nucleus, nucleolus {ECO:0000250|UniProtKB:P38646}. Cytoplasm {ECO:0000269|PubMed:8454632}. Mitochondrion matrix {ECO:0000250|UniProtKB:P48721}. Note=Found in a complex with HSPA9 and VDAC1 at the endoplasmic reticulum-mitochondria contact sites. {ECO:0000250|UniProtKB:P48721, ECO:0000269|PubMed:29907098}.	Hspa9 Grp75 Hsp74 Hspa9a			2	1	0	True	False	False	suspicious_nonfamily	reclassified_from_suspicious (Tier 2)	unclassified_core_nuclear			WT:0/pert:0	WT:0/pert:0	0	0	False	2	1	0	1	1	0	0	0	0	82	32	10	0	0	0	108	30	5	0	0	0	172	56	14	True	True	False	True	False	True	False	True	True	True	True
Ifi202	mouse	Interferon-activable protein 202	Ifi202a; Ifi202b	Q9R002	IFI2_MOUSE	445	True	15	38	120	38	较多	False					SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:19131592, ECO:0000269|PubMed:8454910}. Nucleus {ECO:0000269|PubMed:8454910}. Note=Accumulates first in the cytoplasm, and is translocated to the nucleus after a delay, where it is primarily chromatin-associated. {ECO:0000269|PubMed:8454910}.	Ifi202 Ifi202a Ifi202b			2	1	0	True	False	False	suspicious_nonfamily	reclassified_from_suspicious (Tier 2)	unclassified_core_nuclear			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False
Ifi203	mouse	Interferon-activable protein 203		O35368	IFI3_MOUSE	408	True	5	27	27	27	较多	False					SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:17981725}.	Ifi203			2	1	0	True	False	False	suspicious_nonfamily	reclassified_from_suspicious (Tier 2)	unclassified_core_nuclear			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	False	False	False	False	False	True	False	True	False	True	True
Ifi205a	mouse	Interferon-activable protein 205-A	Ifi205	Q8CGE8	IFI5A_MOUSE	404	True	3	0	20	3	较少	False					SUBCELLULAR LOCATION: Nucleus {ECO:0000250}.	Ifi205a Ifi205			2	1	0	True	False	False	suspicious_nonfamily	reclassified_from_suspicious (Tier 2)	unclassified_core_nuclear			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False
Ifi214	mouse	Pyrin and HIN domain-containing protein 1-like		Q504N7	IFIXL_MOUSE	393	True	2	0	0	2	较少	False					SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:O35368}.	Ifi214			2	1	0	True	False	False	unclassified_core_nuclear	core_nuclear_unclassified	unclassified_core_nuclear			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False
Ifih1	mouse	Interferon-induced helicase C domain-containing protein 1		Q8R5F7	IFIH1_MOUSE	1025	True	17	2021	2021	2021	热门	False					SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:12015121}. Nucleus {ECO:0000250|UniProtKB:Q9BYX4}. Mitochondrion {ECO:0000250|UniProtKB:Q9BYX4}. Note=Upon viral RNA stimulation and ISGylation, translocates from cytosol to mitochondrion. May be found in the nucleus, during apoptosis. {ECO:0000250|UniProtKB:Q9BYX4}.	Ifih1			2	1	0	True	False	False	unclassified_core_nuclear	core_nuclear_unclassified	unclassified_core_nuclear			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	76	32	10	0	0	0	77	32	10	False	False	False	True	False	True	False	True	False	True	True
Igfbp5	mouse	Insulin-like growth factor-binding protein 5	Igfbp-5	Q07079	IBP5_MOUSE	271	True	8	1581	1588	1581	热门	False					SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:26854565}. Cytoplasm {ECO:0000250|UniProtKB:P24593}. Nucleus {ECO:0000250|UniProtKB:P24593}.	Igfbp5 Igfbp-5			2	1	0	True	False	False	suspicious_nonfamily	reclassified_from_suspicious (Tier 2)	unclassified_core_nuclear			WT:0/pert:0	WT:0/pert:0	0	0	False	2	0	0	1	0	0	0	0	0	5	2	1	0	0	0	12	0	0	0	0	0	17	2	1	True	True	False	True	False	True	False	True	True	True	True
Iigp1	mouse	Interferon-inducible GTPase 1	Irga6	Q9QZ85	IIGP1_MOUSE	413	True	20	43	52	43	较多	False			5.000	score=5.0; evidence=CURATED; sources=UniProtKB	SUBCELLULAR LOCATION: Cytoplasm. Nucleus membrane; Peripheral membrane protein. Endoplasmic reticulum membrane; Peripheral membrane protein. Golgi apparatus, Golgi stack membrane; Peripheral membrane protein. Parasitophorous vacuole membrane. Note=Localizes to the bacterial inclusions formed following C.trachomatis infection. Accumulates in a GTP-bound form on the parasitophorous vacuole membranes formed following T.gondii infection but exists in a GDP-bound form in uninfected cells.; SUBCELLULAR LOCATION: Parasitophorous vacuole membrane; Peripheral membrane protein {ECO:0000269|PubMed:24324375, ECO:0000269|PubMed:24390541}. Note=(Microbial infection).	Iigp1 Irga6			2	2	0	True	False	True	suspicious_nonfamily	reclassified_from_suspicious (Tier 2)	unclassified_core_nuclear			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	12	3	1	0	0	0	15	3	1	False	False	False	True	False	True	False	True	False	True	True
Ikbkb	mouse	Inhibitor of nuclear factor kappa-B kinase subunit beta	Ikkb	O88351	IKKB_MOUSE	757	True	14	1867	1919	1867	热门	False					SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:O14920}. Nucleus {ECO:0000250|UniProtKB:O14920}. Membrane raft {ECO:0000250|UniProtKB:O14920}. Note=Colocalized with DPP4 in membrane rafts. {ECO:0000250|UniProtKB:O14920}.	Ikbkb Ikkb			2	1	0	True	False	False	unclassified_core_nuclear	core_nuclear_unclassified	unclassified_core_nuclear			WT:0/pert:0	WT:0/pert:0	0	0	False	5	5	2	4	4	1	0	0	0	31	18	7	0	0	0	108	51	18	0	0	0	123	60	22	True	True	False	True	False	True	False	True	True	True	True
Ikzf4	mouse	Zinc finger protein Eos	Zfpn1a4	Q8C208	IKZF4_MOUSE	586	True	7	46	66	46	较多	False			5.000	score=5.0; evidence=CURATED; sources=GO_Central;UniProtKB	SUBCELLULAR LOCATION: Nucleus.	Ikzf4 Zfpn1a4			2	2	0	True	False	True	zinc_finger_nonfamily	Zinc_finger	zinc_finger_nonfamily	TFs and others	IKZF4	WT:2/pert:0	WT:0/pert:0	1	0	False	4	4	4	3	3	3	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	True	True	False	True	False	True	False	True	True	True	True
Il15ra	mouse	Interleukin-15 receptor subunit alpha		Q60819	I15RA_MOUSE	263	True	9	431	431	431	热门	False					SUBCELLULAR LOCATION: Membrane {ECO:0000250|UniProtKB:Q13261}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:Q13261}. Nucleus membrane {ECO:0000250|UniProtKB:Q13261}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:Q13261}. Cell surface {ECO:0000250|UniProtKB:Q13261}.; SUBCELLULAR LOCATION: [Soluble interleukin-15 receptor subunit alpha]: Secreted, extracellular space {ECO:0000250}.	Il15ra			2	1	0	True	False	False	suspicious_nonfamily	ortholog_sync (unclassified_core_nuclear→suspicious_nonfamily)	suspicious_nonfamily			WT:0/pert:0	WT:0/pert:0	0	0	False	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	33	2	2	0	0	0	33	2	2	True	True	False	False	False	True	False	True	True	True	True
Il1a	mouse	Interleukin-1 alpha		P01582	IL1A_MOUSE	270	True	5	2019	2019	2019	热门	False					SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:P01583}. Cytoplasm {ECO:0000250|UniProtKB:P01583}. Secreted {ECO:0000250|UniProtKB:P01583}. Note=The lack of a specific hydrophobic segment in the precursor sequence suggests that IL-1 is released by damaged cells or is secreted by a mechanism differing from that used for other secretory proteins. The secretion is dependent on protein unfolding and facilitated by the cargo receptor TMED10; it results in protein translocation from the cytoplasm into the ERGIC (endoplasmic reticulum-Golgi intermediate compartment) followed by vesicle entry and secretion. Recruited to DNA damage sites and secreted after genotoxic stress. {ECO:0000250|UniProtKB:P01583}.	Il1a			2	1	0	True	False	False	suspicious_nonfamily	reclassified_from_suspicious (Tier 2)	unclassified_core_nuclear			WT:0/pert:0	WT:0/pert:0	0	0	False	1	1	0	1	1	0	0	0	0	1	0	0	0	0	0	78	15	6	0	0	0	78	15	6	True	True	False	True	False	True	False	True	True	True	True
Ildr1	mouse	Immunoglobulin-like domain-containing receptor 1		Q8CBR1	ILDR1_MOUSE	537	True	8	54	54	54	热门	False					SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:23239027, ECO:0000269|PubMed:25217574}; Single-pass type I membrane protein {ECO:0000255}. Cell junction, tight junction {ECO:0000269|PubMed:23239027, ECO:0000269|PubMed:25217574}. Nucleus {ECO:0000269|PubMed:28785060}. Cytoplasm {ECO:0000250|UniProtKB:Q86SU0}. Note=Localizes to tricellular tight junctions (tTJs) between epithelial cells. {ECO:0000269|PubMed:23239027, ECO:0000269|PubMed:25217574}.	Ildr1			2	1	0	True	False	False	suspicious_nonfamily	reclassified_from_suspicious (Tier 2)	unclassified_core_nuclear			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	False	False	False	False	False	True	False	True	False	True	True
Ildr2	mouse	Immunoglobulin-like domain-containing receptor 2	D1Ertd471e; Ll	B5TVM2	ILDR2_MOUSE	661	True	9	33	38523	33	较多	False					SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:23826244}; Single-pass type I membrane protein {ECO:0000269|PubMed:23826244}. Cell junction, tight junction {ECO:0000269|PubMed:23239027}. Nucleus {ECO:0000269|PubMed:28785060}.	Ildr2 D1Ertd471e Ll			2	1	0	True	False	False	suspicious_nonfamily	reclassified_from_suspicious (Tier 2)	unclassified_core_nuclear			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	15	5	2	0	0	0	1	0	0	0	0	0	16	5	2	False	False	False	True	False	True	False	True	False	True	True
Ints15	mouse	Integrator complex subunit 15		Q8BGA7	INT15_MOUSE	448	True	2	4	4	4	较少	False					SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:Q96N11}. Chromosome {ECO:0000250|UniProtKB:Q96N11}. Note=Associates to RNA polymerase II (Pol II) during active transcription. {ECO:0000250|UniProtKB:Q96N11}.	Ints15			2	1	0	True	False	False	families	family_Integrator	families	TFs and others	C7ORF26	WT:0/pert:12	WT:0/pert:0	0	0	False	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	True	True	False	False	False	False	False	False	True	True	True
Invs	mouse	Inversin	Inv; Nphp2	O89019	INVS_MOUSE	1062	True	8	853	8876	853	热门	False			5.000	score=5.0; evidence=CURATED; sources=UniProtKB	SUBCELLULAR LOCATION: Cytoplasm. Cytoplasm, cytoskeleton. Membrane; Peripheral membrane protein. Nucleus. Cytoplasm, perinuclear region. Cytoplasm, cytoskeleton, spindle. Note=Associates with several components of the cytoskeleton including ciliary, random and polarized microtubules. During mitosis, it is recruited to mitotic spindle (By similarity). Membrane localization is dependent upon cell-cell contacts and is redistributed when cell adhesion is disrupted after incubation of the cell monolayer with low-calcium/EGTA medium. Also nuclear and perinuclear. {ECO:0000250}.	Invs Inv Nphp2			2	2	0	True	False	True	families	family_Cell_cycle	families			WT:0/pert:0	WT:0/pert:0	1	0	False	3	2	0	2	2	0	0	0	0	89	25	7	0	0	0	19	2	0	0	0	0	102	27	7	True	True	False	True	False	True	False	True	True	True	True
Ipo13	mouse	Importin-13	Kiaa0724	Q8K0C1	IPO13_MOUSE	963	True	4	48	48	48	较多	False					SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Nucleus {ECO:0000250}.	Ipo13 Kiaa0724			2	1	0	True	False	False	families	family_Nuclear_pore	families			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	18	15	1	0	0	0	20	15	1	False	False	False	True	False	True	False	True	False	True	True
Irag2	mouse	Inositol 1,4,5-triphosphate receptor associated 2	Jaw1; Lrmp	Q60664	IRAG2_MOUSE	539	True	8	27	75	27	较多	False					SUBCELLULAR LOCATION: [Processed inositol 1,4,5-triphosphate receptor associated 2]: Cytoplasm {ECO:0000269|PubMed:8798562}.; SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:20071408}; Single-pass type IV membrane protein {ECO:0000255}. Nucleus envelope {ECO:0000305|PubMed:29878215}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000250|UniProtKB:Q5RHB5}. Cytoplasm, cytoskeleton, spindle pole {ECO:0000250|UniProtKB:Q5RHB5}. Chromosome {ECO:0000250|UniProtKB:Q5RHB5}. Note=Colocalized with ITPR3 on the endoplasmic reticulum membrane. {ECO:0000269|PubMed:20071408}.	Irag2 Jaw1 Lrmp			2	1	0	True	False	False	families	family_Cell_cycle;family_DNA_replication	families			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False
Irak1bp1	mouse	Interleukin-1 receptor-associated kinase 1-binding protein 1	Aip70; Simpl	Q9ESJ7	IKBP1_MOUSE	259	True	7	12	150	12	中等	False					SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:15485901}. Nucleus {ECO:0000269|PubMed:15485901}.	Irak1bp1 Aip70 Simpl			2	1	0	True	False	False	suspicious_nonfamily	reclassified_from_suspicious (Tier 2)	unclassified_core_nuclear			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False
Irf9	mouse	Interferon regulatory factor 9	Isgf3g	Q61179	IRF9_MOUSE	399	True	6	778	829	778	热门	False			5.000	score=5.0; evidence=CURATED; sources=UniProtKB	SUBCELLULAR LOCATION: Nucleus.	Irf9 Isgf3g			2	2	0	True	False	True	families	family_IRF	families	TFs and others	IRF9,Irf9	WT:8/pert:47	WT:4/pert:46	2	0	False	4	1	1	2	1	1	0	0	0	9	7	6	0	0	0	42	19	9	0	0	0	49	25	14	True	True	False	True	False	True	False	True	True	True	True
Junb	mouse	Transcription factor JunB	Jun-b	P09450	JUNB_MOUSE	344	True	9	2392	3132	2392	热门	False			5.000	score=5.0; evidence=CURATED; sources=GO_Central;UniProtKB	SUBCELLULAR LOCATION: Nucleus.	Junb Jun-b			2	2	0	True	False	True	families	family_bZIP	families	TFs and others	JUNB,Junb	WT:30/pert:63	WT:22/pert:92	7	11	False	18	18	16	17	17	15	0	0	0	7	7	6	0	0	0	27	25	19	0	0	0	33	31	24	True	True	False	True	False	True	False	True	True	True	True
Jund	mouse	Transcription factor JunD	Jun-d; Jund1	P15066	JUND_MOUSE	341	True	6	1501	2585	1501	热门	False			5.000	score=5.0; evidence=CURATED; sources=GO_Central;UniProtKB	SUBCELLULAR LOCATION: Nucleus.	Jund Jun-d Jund1			2	2	0	True	False	True	families	family_bZIP	families	TFs and others	JUND,Jund	WT:10/pert:43	WT:18/pert:48	19	3	False	17	17	16	14	14	14	0	0	0	6	5	5	0	0	0	27	24	20	0	0	0	30	26	22	True	True	False	True	False	True	False	True	True	True	True
Kars1	mouse	Lysine--tRNA ligase	Kars	Q99MN1	SYK_MOUSE	595	True	7	29	3391	29	较多	False					SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000250|UniProtKB:Q15046}. Cytoplasm {ECO:0000250|UniProtKB:Q15046}. Nucleus {ECO:0000250|UniProtKB:Q15046}. Cell membrane {ECO:0000250|UniProtKB:Q15046}; Peripheral membrane protein {ECO:0000250|UniProtKB:Q15046}. Secreted {ECO:0000250|UniProtKB:Q15046}. Note=Secretion is induced by TNF. Cytosolic in quiescent mast cells. Translocates into the nucleus in response to mast cell activation by immunoglobulin E. {ECO:0000250|UniProtKB:Q15046}.	Kars1 Kars			2	1	0	True	False	False	rbp_rnp_nonfamily	reclassified_from_RBP	unclassified_core_nuclear			WT:0/pert:0	WT:0/pert:0	0	0	False	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	True	True	False	False	False	False	False	False	True	True	True
